
Date,CO(GT),T,RH
2004-07-02,1.9875,30.1875,33.77916666666667
2004-07-03,1.3166666666666667,28.712500000000002,31.895833333333332
2004-07-04,1.0166666666666666,29.070833333333336,35.59166666666667
2004-07-05,1.9833333333333334,29.5625,31.0125
2004-07-06,2.5,30.541666666666668,31.145833333333332
2004-07-07,2.4541666666666666,32.387499999999996,25.40833333333333
2004-07-08,2.154166666666667,32.47083333333333,28.208333333333332
2004-07-09,1.7874999999999999,28.995833333333334,31.21666666666667
2004-07-10,0.9791666666666666,26.620833333333334,35.729166666666664
2004-07-11,0.85,25.770833333333332,36.0875
2004-07-12,1.7208333333333332,22.75,40.795833333333334
2004-07-13,2.3625000000000003,24.8875,34.71666666666667
2004-07-14,2.308333333333333,27.608333333333334,28.46666666666667
2004-07-15,2.095833333333333,27.854166666666668,32.59166666666667
2004-07-16,2.2083333333333335,28.616666666666664,30.991666666666664
2004-07-17,1.575,29.820833333333336,29.22083333333333
2004-07-18,0.75,30.55,26.90416666666667
2004-07-19,0.6166666666666667,31.129166666666666,28.808333333333334
2004-07-20,0.0,32.225,29.224999999999998
2004-07-21,0.8666666666666667,32.362500000000004,30.804166666666664
2004-07-22,2.095833333333333,32.99583333333333,33.0875
2004-07-23,1.9458333333333335,32.55833333333333,31.849999999999998
2004-07-24,1.3,30.108333333333334,39.87916666666667
2004-07-25,0.8708333333333332,26.758333333333336,49.75416666666666
2004-07-26,0.14583333333333334,30.108333333333334,35.612500000000004
2004-07-27,0.0,28.016666666666666,32.475
2004-07-28,0.0,28.366666666666664,26.45
2004-07-29,0.0,29.45,28.304166666666664
2004-07-30,0.0,30.025000000000002,37.05416666666667
2004-07-31,1.4458333333333335,29.804166666666664,36.545833333333334
2004-08-01,0.9833333333333334,30.65416666666667,42.12083333333333
2004-08-02,1.2291666666666667,30.545833333333334,43.63333333333333
2004-08-03,0.004166666666666667,30.704166666666666,41.35
2004-08-04,0.0,30.575,42.05833333333333
2004-08-05,0.0,26.304166666666664,56.645833333333336
2004-08-06,1.6458333333333333,26.483333333333334,58.0375
2004-08-07,1.2416666666666667,29.09583333333333,46.362500000000004
2004-08-08,1.075,28.041666666666668,50.145833333333336
2004-08-09,1.425,23.491666666666664,42.525
2004-08-10,1.4749999999999999,31.545833333333334,43.887499999999996
2004-08-11,1.3,31.5,46.00416666666666
2004-08-12,1.2541666666666667,30.7375,47.5875
2004-08-13,1.0250000000000001,29.808333333333334,44.47083333333333
2004-08-14,0.8624999999999999,29.958333333333332,41.800000000000004
2004-08-15,0.7291666666666666,29.8125,37.766666666666666
2004-08-16,1.0999999999999999,30.075,30.233333333333334
2004-08-17,0.5541666666666667,30.391666666666666,33.858333333333334
2004-08-18,0.5041666666666667,29.837500000000002,37.40833333333333
2004-08-19,0.9625,32.233333333333334,41.4
2004-08-20,0.0,30.616666666666664,45.25833333333333
2004-08-21,0.0,26.791666666666668,37.69583333333333
2004-08-22,0.0,27.541666666666668,38.43333333333333
2004-08-23,0.7875,28.004166666666666,34.824999999999996
2004-08-24,1.3791666666666667,27.987499999999997,35.99166666666667
2004-08-25,1.5166666666666666,28.612499999999997,42.145833333333336
2004-08-26,1.3,5.925,11.325000000000001
2004-08-27,1.6291666666666667,0.0,0.0
2004-08-28,0.5583333333333333,24.391666666666666,34.30833333333333
2004-08-29,0.0,27.520833333333332,44.987500000000004
2004-08-30,0.0,27.079166666666666,46.15416666666667
2004-08-31,0.9,27.3,46.18333333333334
2004-09-01,2.2375000000000003,27.070833333333336,42.09166666666667
2004-09-02,0.7666666666666666,28.916666666666668,38.06666666666667
2004-09-03,0.9666666666666667,29.979166666666668,37.237500000000004
2004-09-04,1.7208333333333332,30.370833333333334,34.645833333333336
2004-09-05,1.3041666666666667,29.204166666666666,27.2375
2004-09-06,1.3625,26.633333333333336,36.4125
2004-09-07,1.7333333333333334,26.375,32.00833333333333
2004-09-08,0.9708333333333333,7.9375,7.983333333333333
2004-09-09,2.2375000000000003,28.525000000000002,26.55
2004-09-10,1.95,27.912499999999998,30.6125
2004-09-11,0.06666666666666667,27.208333333333332,35.550000000000004
2004-09-12,0.0,24.65416666666667,55.24583333333334
2004-09-13,1.6083333333333334,26.258333333333336,50.0
2004-09-14,0.0625,25.195833333333336,55.95416666666667
2004-09-15,1.0708333333333333,22.84166666666667,67.76666666666667
2004-09-16,2.1083333333333334,21.429166666666664,61.10833333333333
2004-09-17,1.5333333333333332,21.8,48.52916666666667
2004-09-18,1.3125,24.025000000000002,38.858333333333334
2004-09-19,1.9666666666666668,24.829166666666666,43.92083333333333
2004-09-20,2.5791666666666666,25.570833333333336,43.262499999999996
2004-09-21,2.983333333333333,24.704166666666666,47.61666666666667
2004-09-22,2.7583333333333333,24.604166666666668,51.27916666666667
2004-09-23,2.3833333333333333,25.495833333333334,50.7875
2004-09-24,2.3874999999999997,21.133333333333333,58.612500000000004
2004-09-25,1.2416666666666667,17.849999999999998,40.99166666666667
2004-09-26,1.4791666666666667,18.425,42.454166666666666
2004-09-27,2.15,19.020833333333332,42.44583333333333
2004-09-28,2.8333333333333335,19.891666666666666,42.391666666666666
2004-09-29,2.658333333333333,20.995833333333334,44.05416666666667
2004-09-30,1.7041666666666666,21.2875,53.0875
2004-10-01,2.025,21.154166666666665,57.725
2004-10-02,0.0,22.820833333333336,57.39166666666667
2004-10-03,0.0,23.0125,56.40833333333333
2004-10-04,0.0,22.175,56.583333333333336
2004-10-05,0.0,23.15833333333333,53.550000000000004
2004-10-06,0.0,22.77916666666667,55.645833333333336
2004-10-07,1.3958333333333333,23.129166666666666,54.57083333333333
2004-10-08,2.595833333333333,23.287499999999998,54.93333333333334
2004-10-09,2.525,24.883333333333336,54.791666666666664
2004-10-10,1.55,22.070833333333336,66.9125
2004-10-11,2.4541666666666666,19.933333333333334,67.12083333333334
2004-10-12,0.47500000000000003,17.7375,57.20416666666667
2004-10-13,0.1125,15.375,54.916666666666664
2004-10-14,0.0,17.804166666666667,55.78333333333333
2004-10-15,0.0,18.333333333333332,64.60000000000001
2004-10-16,0.0,17.408333333333335,62.104166666666664
2004-10-17,0.0,17.970833333333335,55.38333333333333
2004-10-18,0.0,17.345833333333335,60.387499999999996
2004-10-19,0.0,18.216666666666665,67.02083333333333
2004-10-20,1.8833333333333335,21.72083333333333,66.21666666666667
2004-10-21,3.045833333333333,23.820833333333336,60.47083333333333
2004-10-22,2.9875000000000003,22.52916666666667,61.645833333333336
2004-10-23,2.4666666666666663,21.670833333333334,62.50833333333333
2004-10-24,1.9291666666666665,21.358333333333334,62.800000000000004
2004-10-25,3.5083333333333333,18.658333333333335,69.75
2004-10-26,3.5208333333333335,19.529166666666665,66.21249999999999
2004-10-27,2.2875,18.425,72.33333333333333
2004-10-28,2.5625,18.3875,67.8
2004-10-29,2.4458333333333333,19.454166666666666,73.89166666666667
2004-10-30,2.7624999999999997,19.5625,71.16666666666667
2004-10-31,2.0833333333333335,20.85833333333333,68.82916666666667
2004-11-01,2.6333333333333333,21.229166666666668,70.09166666666667
2004-11-02,4.1499999999999995,20.666666666666668,64.5
2004-11-03,2.4458333333333333,21.537499999999998,58.012499999999996
2004-11-04,1.8041666666666665,20.57916666666667,62.00416666666666
2004-11-05,3.091666666666667,19.345833333333335,62.23333333333333
2004-11-06,2.3291666666666666,18.291666666666668,63.487500000000004
2004-11-07,1.2791666666666666,15.883333333333333,45.86666666666667
2004-11-08,1.4333333333333333,11.116666666666667,50.62083333333334
2004-11-09,0.975,8.033333333333333,64.78750000000001
2004-11-10,1.7791666666666668,8.745833333333334,71.81666666666666
2004-11-11,2.9166666666666665,10.725,75.71249999999999
2004-11-12,1.8916666666666666,15.2875,61.90833333333333
2004-11-13,1.9458333333333335,17.333333333333332,53.85
2004-11-14,0.6124999999999999,10.35,44.30833333333334
2004-11-15,1.6208333333333333,11.9625,35.074999999999996
2004-11-16,2.3249999999999997,13.3125,36.1875
2004-11-17,3.233333333333333,10.941666666666668,51.699999999999996
2004-11-18,3.375,12.758333333333333,60.88333333333333
2004-11-19,3.920833333333333,15.858333333333334,53.7875
2004-11-20,1.8625,10.799999999999999,26.425
2004-11-21,0.9791666666666666,7.6499999999999995,42.916666666666664
2004-11-22,2.5083333333333333,6.45,54.324999999999996
2004-11-23,4.8500000000000005,10.733333333333334,75.325
2004-11-24,3.483333333333333,11.254166666666668,75.325
2004-11-25,2.9333333333333336,10.020833333333334,63.458333333333336
2004-11-26,4.45,12.516666666666666,66.79583333333333
2004-11-27,3.7458333333333336,13.770833333333334,75.32083333333334
2004-11-28,2.1041666666666665,10.65,72.65833333333333
2004-11-29,2.6791666666666667,13.770833333333334,67.26666666666667
2004-11-30,2.6166666666666667,12.987499999999999,71.59583333333333
2004-12-01,3.0749999999999997,10.891666666666666,77.0
2004-12-02,3.775,14.466666666666667,71.2375
2004-12-03,3.5375,15.237499999999999,76.97500000000001
2004-12-04,2.3333333333333335,12.483333333333334,81.10833333333333
2004-12-05,1.3958333333333333,12.416666666666666,71.875
2004-12-06,2.3875,15.366666666666667,63.71666666666667
2004-12-07,2.283333333333333,14.862499999999999,60.487500000000004
2004-12-08,1.8875,14.354166666666666,64.54583333333333
2004-12-09,1.4000000000000001,14.5375,55.38333333333333
2004-12-10,1.6541666666666668,14.299999999999999,29.641666666666666
2004-12-11,1.9291666666666665,13.441666666666668,31.162499999999998
2004-12-12,2.841666666666667,9.979166666666666,51.63333333333333
2004-12-13,3.35,10.108333333333333,56.7875
2004-12-14,3.6833333333333336,6.979166666666667,46.39166666666667
2004-12-15,3.0875,0.0,0.0
2004-12-16,4.241666666666666,0.0,0.0
2004-12-17,3.4166666666666665,2.154166666666667,12.15
2004-12-18,1.7625,12.333333333333334,44.89166666666667
2004-12-19,2.6166666666666667,5.2875000000000005,62.74583333333334
2004-12-20,2.3583333333333334,8.704166666666667,53.708333333333336
2004-12-21,2.033333333333333,6.683333333333334,38.65416666666667
2004-12-22,2.129166666666667,6.616666666666667,40.775
2004-12-23,4.0625,5.729166666666667,49.104166666666664
2004-12-24,5.320833333333334,5.645833333333333,46.104166666666664
2004-12-25,3.7583333333333333,10.262500000000001,69.89583333333333
2004-12-26,1.4291666666666665,12.045833333333334,74.8
2004-12-27,1.5666666666666667,12.554166666666667,65.45416666666667
2004-12-28,0.049999999999999996,11.3375,64.54583333333333
2004-12-29,0.0,10.308333333333334,59.09583333333333
2004-12-30,0.0,9.791666666666666,40.55833333333333
2004-12-31,0.0,9.35,39.34166666666667
2005-01-01,2.0458333333333334,6.870833333333334,50.79583333333333
2005-01-02,2.0458333333333334,5.758333333333333,51.87083333333334
2005-01-03,2.4291666666666667,0.0,0.0
2005-01-04,2.4833333333333334,0.0,0.0
2005-01-05,3.016666666666667,10.820833333333333,63.125
2005-01-06,1.5999999999999999,13.445833333333333,61.07083333333333
2005-01-07,2.6666666666666665,8.454166666666667,72.05
2005-01-08,2.8041666666666667,10.383333333333333,65.75
2005-01-09,1.6375,14.4375,58.99583333333334
2005-01-10,1.95,13.320833333333333,68.66250000000001
2005-01-11,2.8125,12.779166666666667,64.10416666666667
2005-01-12,3.1374999999999997,11.966666666666667,65.6875
2005-01-13,2.6791666666666667,9.991666666666667,69.56666666666666
2005-01-14,3.15,8.1,71.72916666666667
2005-01-15,2.5708333333333333,6.429166666666667,70.20416666666667
2005-01-16,1.5291666666666668,7.5249999999999995,47.77916666666667
2005-01-17,2.841666666666667,6.666666666666667,46.916666666666664
2005-01-18,2.954166666666667,5.2875000000000005,66.27499999999999
2005-01-19,0.7374999999999999,7.816666666666666,64.99583333333334
2005-01-20,2.533333333333333,10.075000000000001,44.24583333333334
2005-01-21,2.9416666666666664,9.095833333333333,59.06666666666666
2005-01-22,1.0375,9.941666666666666,55.854166666666664
2005-01-23,0.03333333333333333,5.816666666666666,53.88333333333333
2005-01-24,0.7125,7.675,47.88333333333333
2005-01-25,0.2916666666666667,4.5125,50.97083333333333
2005-01-26,0.3541666666666667,4.208333333333333,49.48333333333333
2005-01-27,1.2583333333333333,5.270833333333333,39.612500000000004
2005-01-28,1.4541666666666666,2.8208333333333333,34.324999999999996
2005-01-29,0.9958333333333332,2.4,45.23333333333333
2005-01-30,0.9375,4.8500000000000005,37.8375
2005-01-31,2.495833333333333,7.283333333333334,31.808333333333334
2005-02-01,2.8666666666666667,6.625,51.74166666666667
2005-02-02,3.35,7.6125,43.9375
2005-02-03,2.6,7.254166666666666,50.9625
2005-02-04,1.8499999999999999,7.466666666666666,50.17916666666667
2005-02-05,1.4333333333333333,5.570833333333333,46.604166666666664
2005-02-06,1.1458333333333333,5.304166666666666,39.6
2005-02-07,1.3958333333333333,7.304166666666666,35.4
2005-02-08,1.4375,6.208333333333333,25.587500000000002
2005-02-09,1.9083333333333332,0.0,0.0
2005-02-10,2.970833333333333,0.0,0.0
2005-02-11,4.1625000000000005,0.9958333333333332,6.7625
2005-02-12,3.3625000000000003,8.316666666666666,59.15
2005-02-13,2.3333333333333335,12.854166666666666,60.666666666666664
2005-02-14,1.6875,10.479166666666666,40.69583333333333
2005-02-15,1.3958333333333333,8.9625,30.212500000000002
2005-02-16,2.2041666666666666,6.491666666666667,42.625
2005-02-17,1.7666666666666666,7.491666666666667,44.4
2005-02-18,1.7958333333333334,8.504166666666666,42.18333333333333
2005-02-19,1.7833333333333332,6.733333333333333,47.69166666666666
2005-02-20,1.1875,8.304166666666667,54.175000000000004
2005-02-21,1.929166666666667,5.75,74.3
2005-02-22,1.9958333333333333,5.4125000000000005,75.1625
2005-02-23,1.7125000000000001,4.320833333333334,78.37916666666666
2005-02-24,2.15,5.270833333333333,78.72500000000001
2005-02-25,2.4291666666666667,7.920833333333333,62.69583333333333
2005-02-26,2.341666666666667,6.604166666666667,56.79583333333333
2005-02-27,1.6875,6.008333333333333,52.10833333333333
2005-02-28,1.0250000000000001,2.8874999999999997,42.666666666666664
2005-03-01,1.0208333333333333,1.4333333333333333,35.104166666666664
2005-03-02,1.8,4.2875000000000005,32.0375
2005-03-03,2.1666666666666665,4.591666666666667,67.45833333333333
2005-03-04,2.920833333333333,7.1875,62.19166666666666
2005-03-05,1.7166666666666668,8.233333333333333,51.93333333333334
2005-03-06,1.3333333333333333,8.75,43.88333333333333
2005-03-07,1.5541666666666665,6.9375,39.204166666666666
2005-03-08,2.3833333333333333,7.5249999999999995,39.19166666666667
2005-03-09,2.620833333333333,9.345833333333333,49.395833333333336
2005-03-10,2.35,11.266666666666666,46.46666666666667
2005-03-11,1.6125,10.6,42.90416666666667
2005-03-12,0.6166666666666667,13.083333333333334,52.3125
2005-03-13,0.65,14.383333333333333,49.925000000000004
2005-03-14,2.308333333333333,14.254166666666668,52.958333333333336
2005-03-15,2.4916666666666667,15.762500000000001,47.020833333333336
2005-03-16,2.529166666666667,16.841666666666665,43.333333333333336
2005-03-17,2.3916666666666666,17.2625,41.604166666666664
2005-03-18,2.6750000000000003,15.683333333333332,45.99166666666667
2005-03-19,1.9124999999999999,14.783333333333333,57.49166666666667
2005-03-20,1.55,16.229166666666668,53.5
2005-03-21,2.5458333333333334,16.616666666666667,55.52916666666667
2005-03-22,2.433333333333333,17.108333333333334,51.50416666666666
2005-03-23,2.8249999999999997,18.8125,44.98333333333333
2005-03-24,2.6750000000000003,17.166666666666668,49.56666666666667
2005-03-25,2.504166666666667,17.6875,62.75833333333333
2005-03-26,1.675,18.954166666666666,57.9
2005-03-27,1.3375000000000001,15.612499999999999,72.45
2005-03-28,1.5,17.933333333333334,60.76666666666667
2005-03-29,2.2416666666666667,15.916666666666666,62.5375
2005-03-30,1.9166666666666667,17.433333333333334,54.0375
2005-03-31,1.3875,17.55,50.083333333333336
2005-04-01,1.0625,15.929166666666667,35.9625
2005-04-02,0.8541666666666666,15.483333333333334,32.225
2005-04-03,1.1416666666666666,18.383333333333333,33.69583333333333
2005-04-04,1.9400000000000002,16.96,42.78666666666666
